Code,ISIN,Name,SecurityType,CapSize,IndLarge,IndMedium,IndSmall,Market
F70100009,KR5701000097,한투삼성그룹성장테마1호(A),BC,,0000,0000,0000,1
F70100010,KR5701000105,한투삼성그룹성장테마1호(A-e),BC,,0000,0000,0000,1
F70100011,KR5701000113,한투삼성그룹성장테마2호(A),BC,,0000,0000,0000,1
F70100012,KR5701000121,한투삼성그룹성장테마2호(A-e),BC,,0000,0000,0000,1
F70100013,KR5701000139,한투삼성그룹&글로벌성장1(A),BC,,0000,0000,0000,1
F70100014,KR5701000147,한투삼성그룹&글로벌성장1(A1),BC,,0000,0000,0000,1
F70100015,KR5701000154,한투삼성그룹&글로벌성장1(A1-e),BC,,0000,0000,0000,1
F70100016,KR5701000162,한투삼성그룹&글로벌성장2(A),BC,,0000,0000,0000,1
F70100017,KR5701000170,한투삼성그룹&글로벌성장2(A1),BC,,0000,0000,0000,1
F70100018,KR5701000188,한투삼성그룹&글로벌성장2(A1-e),BC,,0000,0000,0000,1
F70100019,KR5701000196,한투삼성그룹&글로벌성장3(A),BC,,0000,0000,0000,1
F70100020,KR5701000204,한투삼성그룹&글로벌성장3(A1),BC,,0000,0000,0000,1
F70100021,KR5701000212,한투삼성그룹&글로벌성장3(A1-e),BC,,0000,0000,0000,1
F70100022,KR5701000220,한투미국경제주도1(A),BC,,0000,0000,0000,1
F70100023,KR5701000238,한투미국경제주도1(A-e),BC,,0000,0000,0000,1
F70100024,KR5701000246,한투미국경제주도2(A),BC,,0000,0000,0000,1
F70100025,KR5701000253,한투미국경제주도2(A-e),BC,,0000,0000,0000,1
F70101B95,KR570101B954,밀라노부동산,BC,,0000,0000,0000,1
F70101B96,KR570101B962,벨기에코어오피스2호,BC,,0000,0000,0000,1
F70101B9A,KR570101B9A2,한국투자뉴욕오피스1호,BC,,0000,0000,0000,1
F70101BB1,KR570101BB17,한국투자서울오피스,BC,,0000,0000,0000,1
F70102B96,KR570102B960,룩셈부르크코어오피스(파생형)(A),BC,,0000,0000,0000,1
F70103B96,KR570103B968,룩셈부르크코어오피스(파생형)(C-I),BC,,0000,0000,0000,1
F70900001,KR5709000016,대신하이일드공모주알파증권2호 A,BC,,0000,0000,0000,1
F70900002,KR5709000024,대신하이일드공모주알파증권2호 A-e,BC,,0000,0000,0000,1
F71201B97,KR571201B977,키움히어로즈미국물류부동산1호,BC,,0000,0000,0000,1
F71201B98,KR571201B985,키움히어로즈유럽오피스부동산1호 A,BC,,0000,0000,0000,1
F71202B98,KR571202B983,키움히어로즈유럽오피스부동산1호 C-I,BC,,0000,0000,0000,1
F71203B98,KR571203B981,키움히어로즈유럽오피스부동산2호 A,BC,,0000,0000,0000,1
F71204B98,KR571204B989,키움히어로즈유럽오피스부동산2호 C-I,BC,,0000,0000,0000,1
F71205B98,KR571205B986,키움히어로즈유럽오피스부동산3호 A,BC,,0000,0000,0000,1
F71206B98,KR571206B984,키움히어로즈유럽오피스부동산3호 C-I,BC,,0000,0000,0000,1
F71207B98,KR571207B982,키움히어로즈유럽오피스부동산4호 A,BC,,0000,0000,0000,1
F71208B98,KR571208B980,키움히어로즈유럽오피스부동산4호 C-I,BC,,0000,0000,0000,1
F71901BBC,KR571901BBC8,KB국민참여뉴딜2A,BC,,0000,0000,0000,1
F71902BBC,KR571902BBC6,KB국민참여뉴딜2C,BC,,0000,0000,0000,1
F72501BBC,KR572501BBC5,신한국민참여정책형뉴딜혼합자산2호 C1,BC,,0000,0000,0000,1
F72502BBC,KR572502BBC3,신한국민참여정책형뉴딜혼합자산2호 A1,BC,,0000,0000,0000,1
F72801BBC,KR572801BBC9,한화국민참여정책형뉴딜2A,BC,,0000,0000,0000,1
F72802BBC,KR572802BBC7,한화국민참여정책형뉴딜2C,BC,,0000,0000,0000,1
F73300003,KR5733000032,다올공모주하이일드만기형증권3 A,BC,,0000,0000,0000,1
F73300004,KR5733000040,다올공모주하이일드만기형증권3 Ae,BC,,0000,0000,0000,1
F73400003,KR5734000031,코레이트하이일드공모주투게더증권A,BC,,0000,0000,0000,1
F73400004,KR5734000049,코레이트하이일드공모주투게더증권A-e,BC,,0000,0000,0000,1
F73400005,KR5734000056,코레이트하이일드공모주투게더증권A2,BC,,0000,0000,0000,1
F73400006,KR5734000064,코레이트하이일드공모주만기형2호 A,BC,,0000,0000,0000,1
F73400007,KR5734000072,코레이트하이일드공모주만기형2호 A-e,BC,,0000,0000,0000,1
F73501BBC,KR573501BBC4,GB뉴딜기업2호A,BC,,0000,0000,0000,1
F73502BBC,KR573502BBC2,GB뉴딜기업2호Ae,BC,,0000,0000,0000,1
F74100003,KR5741000032,흥국플러스공모주하이일드증권2호 A,BC,,0000,0000,0000,1
F74100004,KR5741000040,흥국플러스공모주하이일드증권2호 A-e,BC,,0000,0000,0000,1
F74100005,KR5741000057,흥국플러스공모주하이일드증권2호 C-f,BC,,0000,0000,0000,1
F74201773,KR5742017738,하나대체나사부동산1호,BC,,0000,0000,0000,1
F7420177B,KR57420177B6,하나대체미국LA부동산1호 A,BC,,0000,0000,0000,1
F74201BAA,KR574201BAA6,하나대체미국부동산1호 A,BC,,0000,0000,0000,1
F7420277B,KR57420277B4,하나대체미국LA부동산1호 F,BC,,0000,0000,0000,1
F74202BAA,KR574202BAA4,하나대체미국부동산1호 C-I,BC,,0000,0000,0000,1
F74401777,KR5744017777,맵스미국11호,BC,,0000,0000,0000,1
F74401BAA,KR574401BAA2,맵스미국16호 종류A,BC,,0000,0000,0000,1
F74601669,KR5746016694,KCGI베트남증권투자신탁,BC,,0000,0000,0000,1
F74701776,KR5747017766,이지스코어부동산126호 A,BC,,0000,0000,0000,1
F74701789,KR5747017899,이지스204호 Class A,BC,,0000,0000,0000,1
F74701B8A,KR574701B8A0,이지스229호 Class A,BC,,0000,0000,0000,1
F74701B97,KR574701B973,이지스글로벌281호 Class A,BC,,0000,0000,0000,1
F74701B9A,KR574701B9A8,이지스299호A,BC,,0000,0000,0000,1
F74702776,KR5747027765,이지스코어부동산126호 C-i,BC,,0000,0000,0000,1
F74702786,KR5747027864,이지스리테일194호,BC,,0000,0000,0000,1
F74702B8A,KR574702B8A9,이지스229호 Class C-I,BC,,0000,0000,0000,1
F75601BA2,KR575601BA20,유경공모부동산3호ClassA,BC,,0000,0000,0000,1
F75602BA2,KR575602BA29,유경공모부동산3호ClassC-I,BC,,0000,0000,0000,1
F75701BA7,KR575701BA78,현대유퍼스트부동산30호[파생형] A,BC,,0000,0000,0000,1
F75702BA7,KR575702BA77,현대유퍼스트부동산30호[파생형] C-i,BC,,0000,0000,0000,1
F75801BBC,KR575801BBC6,IBK국민참여정책형뉴딜혼합자산2호A,BC,,0000,0000,0000,1
F75802BBC,KR575802BBC4,IBK국민참여정책형뉴딜혼합자산2호C,BC,,0000,0000,0000,1
F76201BC5,KR576201BC53,이탈리아물류1호 종류A,BC,,0000,0000,0000,1
F77200001,KR5772000018,한국밸류K-파워1호 (A),BC,,0000,0000,0000,1
F77200002,KR5772000026,한국밸류K-파워1호 (A-e),BC,,0000,0000,0000,1
F77200003,KR5772000034,한국밸류K-파워2호 (A),BC,,0000,0000,0000,1
F77200004,KR5772000042,한국밸류K-파워2호 (A-e),BC,,0000,0000,0000,1
F77200005,KR5772000059,한국밸류AI혁신소부장1호(A),BC,,0000,0000,0000,1
F77200006,KR5772000067,한국밸류AI혁신소부장1호(A-e),BC,,0000,0000,0000,1
F77200007,KR5772000075,한국밸류AI혁신소부장1호(C-F),BC,,0000,0000,0000,1
F77200008,KR5772000083,한국밸류AI혁신소부장2호(A),BC,,0000,0000,0000,1
F77200009,KR5772000091,한국밸류AI혁신소부장2호(A-e),BC,,0000,0000,0000,1
F77200010,KR5772000109,한국밸류AI혁신소부장2호(C-F),BC,,0000,0000,0000,1
F77200011,KR5772000117,한국밸류기업가치포커스1호(A),BC,,0000,0000,0000,1
F77200012,KR5772000125,한국밸류기업가치포커스1호(A-e),BC,,0000,0000,0000,1
F77200013,KR5772000133,한국밸류기업가치포커스1호(C-F),BC,,0000,0000,0000,1
F77200014,KR5772000141,한국밸류기업가치포커스2호(A),BC,,0000,0000,0000,1
F77200015,KR5772000158,한국밸류기업가치포커스2호(A-e),BC,,0000,0000,0000,1
F77200016,KR5772000166,한국밸류기업가치포커스2호(C-F),BC,,0000,0000,0000,1
F77300001,KR5773000017,밸류시스템SAFE증권1호(A),BC,,0000,0000,0000,1
F77300002,KR5773000025,밸류시스템SAFE증권1호(Ae),BC,,0000,0000,0000,1
F77300003,KR5773000033,밸류시스템SAFE증권2호(A),BC,,0000,0000,0000,1
F77300004,KR5773000041,밸류시스템SAFE증권2호(Ae),BC,,0000,0000,0000,1
000020,KR7000020008,동화약품,ST,3,0027,0009,0000,1
000040,KR7000040006,KR모터스,ST,3,0027,0015,0000,1
000050,KR7000050005,경방,ST,3,0016,0000,0000,1
000070,KR7000070003,삼양홀딩스,ST,2,0021,0000,0000,1
000075,KR7000071001,삼양홀딩스우,ST,0,0021,0000,0000,1
000080,KR7000080002,하이트진로,ST,2,0027,0005,0000,1
000087,KR7000082008,하이트진로2우B,ST,0,0027,0005,0000,1
0000D0,KR70000D0009,TIGER 엔비디아미국채커버드콜밸런스(합성),EF,,0000,0000,0000,1
0000H0,KR70000H0005,KODEX 인도Nifty미드캡100,EF,,0000,0000,0000,1
0000J0,KR70000J0003,PLUS 한화그룹주,EF,,0000,0000,0000,1
0000Y0,KR70000Y0004,HK 26-12 회사채(AA-이상)액티브,EF,,0000,0000,0000,1
0000Z0,KR70000Z0003,RISE 바이오TOP10액티브,EF,,0000,0000,0000,1
000100,KR7000100008,유한양행,ST,1,0027,0009,0000,1
000105,KR7000101006,유한양행우,ST,0,0027,0009,0000,1
000120,KR7000120006,CJ대한통운,ST,2,0019,0000,0000,1
000140,KR7000140004,하이트진로홀딩스,ST,3,0021,0000,0000,1
000145,KR7000141002,하이트진로홀딩스우,ST,0,0021,0000,0000,1
000150,KR7000150003,두산,ST,1,0021,0000,0000,1
000155,KR7000151001,두산우,ST,0,0021,0000,0000,1
000157,KR7000152009,두산2우B,ST,0,0021,0000,0000,1
000180,KR7000180000,성창기업지주,ST,3,0026,0000,0000,1
0001P0,KR70001P0004,마이티 바이오시밀러&CDMO액티브,EF,,0000,0000,0000,1
0001S0,KR70001S0001,TIGER 26-04 회사채(A+이상)액티브,EF,,0000,0000,0000,1
000210,KR7000210005,DL,ST,2,0027,0008,0000,1
000215,KR7000211003,DL우,ST,0,0027,0008,0000,1
000220,KR7000220004,유유제약,ST,3,0027,0009,0000,1
000225,KR7000221002,유유제약1우,ST,0,0027,0009,0000,1
000227,KR7000222000,유유제약2우B,ST,0,0027,0009,0000,1
000230,KR7000230003,일동홀딩스,ST,3,0027,0009,0000,1
000240,KR7000240002,한국앤컴퍼니,ST,2,0021,0000,0000,1
000270,KR7000270009,기아,ST,1,0027,0015,0000,1
0002C0,KR70002C0008,에셋플러스 인도일등기업포커스20액티브,EF,,0000,0000,0000,1
000300,KR7000300004,DH오토넥스,ST,3,0027,0015,0000,1
000320,KR7000320002,노루홀딩스,ST,3,0021,0000,0000,1
000325,KR7000321000,노루홀딩스우,ST,0,0021,0000,0000,1
000370,KR7000370007,한화손해보험,ST,3,0021,0025,0000,1
000390,KR7000390005,삼화페인트,ST,3,0027,0008,0000,1
000400,KR7000400002,롯데손해보험,ST,2,0021,0025,0000,1
000430,KR7000430009,대원강업,ST,3,0027,0015,0000,1
000480,KR7000480004,CR홀딩스,ST,3,0027,0010,0000,1
000490,KR7000490003,대동,ST,3,0027,0012,0000,1
0004G0,KR70004G0002,1Q 미국배당30,EF,,0000,0000,0000,1
000500,KR7000500009,가온전선,ST,2,0027,0013,0000,1
000520,KR7000520007,삼일제약,ST,3,0027,0009,0000,1
000540,KR7000540005,흥국화재,ST,3,0021,0025,0000,1
000545,KR7000541003,흥국화재우,ST,0,0021,0025,0000,1
000590,KR7000590000,CS홀딩스,ST,3,0021,0000,0000,1
0005A0,KR70005A0007,KODEX 미국S&P500데일리커버드콜OTM,EF,,0000,0000,0000,1
0005C0,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),EF,,0000,0000,0000,1
0005D0,KR70005D0004,SOL 전고체배터리&실리콘음극재,EF,,0000,0000,0000,1
0005G0,KR70005G0001,ITF K-AI반도체코어테크,EF,,0000,0000,0000,1
000640,KR7000640003,동아쏘시오홀딩스,ST,2,0021,0000,0000,1
000650,KR7000650002,천일고속,ST,3,0019,0000,0000,1
000660,KR7000660001,SK하이닉스,ST,1,0027,0013,0000,1
000670,KR7000670000,영풍,ST,2,0027,0011,0000,1
000680,KR7000680009,LS네트웍스,ST,3,0016,0000,0000,1
000700,KR7000700005,유수홀딩스,ST,3,0026,0000,0000,1
000720,KR7000720003,현대건설,ST,1,0018,0000,0000,1
000725,KR7000721001,현대건설우,ST,0,0018,0000,0000,1
000760,KR7000760009,이화산업,ST,3,0016,0000,0000,1
0007F0,KR70007F0000,KODEX 27-12 회사채(AA-이상)액티브,EF,,0000,0000,0000,1
0007G0,KR70007G0009,PLUS 글로벌원자력밸류체인,EF,,0000,0000,0000,1
0007N0,KR70007N0000,아이엠에셋 200,EF,,0000,0000,0000,1
000810,KR7000810002,삼성화재,ST,1,0021,0025,0000,1
000815,KR7000811000,삼성화재우,ST,0,0021,0025,0000,1
000850,KR7000850008,화천기공,ST,3,0027,0012,0000,1
000860,KR7000860007,강남제비스코,ST,3,0027,0008,0000,1
000880,KR7000880005,한화,ST,2,0027,0008,0000,1
000885,KR7000881003,한화우,ST,0,0027,0008,0000,1
00088K,KR700088K015,한화3우B,ST,0,0027,0008,0000,1
000890,KR7000890004,보해양조,ST,3,0027,0005,0000,1
0008E0,KR70008E0000,ACE 미국중심중소형제조업,EF,,0000,0000,0000,1
0008S0,KR70008S0004,TIGER 미국배당다우존스타겟데일리커버드콜,EF,,0000,0000,0000,1
0008T0,KR70008T0003,SOL 화장품TOP3플러스,EF,,0000,0000,0000,1
000910,KR7000910000,유니온,ST,3,0027,0010,0000,1
000950,KR7000950006,전방,ST,3,0027,0006,0000,1
000970,KR7000970004,한국주철관,ST,3,0027,0011,0000,1
000990,KR7000990002,DB하이텍,ST,2,0027,0013,0000,1
001020,KR7001020007,페이퍼코리아,ST,3,0027,0007,0000,1
001040,KR7001040005,CJ,ST,2,0021,0000,0000,1
001045,KR7001041003,CJ우,ST,0,0021,0000,0000,1
00104K,KR700104K010,CJ4우(전환),ST,0,0021,0000,0000,1
001060,KR7001060003,JW중외제약,ST,2,0027,0009,0000,1
001065,KR7001061001,JW중외제약우,ST,0,0027,0009,0000,1
001067,KR7001062009,JW중외제약2우B,ST,0,0027,0009,0000,1
001070,KR7001070002,대한방직,ST,3,0027,0006,0000,1
001080,KR7001080001,만호제강,ST,3,0027,0011,0000,1
0010E0,KR70010E0006,ACE FTSE WGBI Korea,EF,,0000,0000,0000,1
001120,KR7001120005,LX인터내셔널,ST,2,0016,0000,0000,1
001130,KR7001130004,대한제분,ST,3,0027,0005,0000,1
001140,KR7001140003,국보,ST,3,0019,0000,0000,1
001200,KR7001200005,유진투자증권,ST,3,0021,0024,0000,1
001210,KR7001210004,금호전기,ST,3,0027,0013,0000,1
001230,KR7001230002,동국홀딩스,ST,3,0021,0000,0000,1
001250,KR7001250000,GS글로벌,ST,3,0016,0000,0000,1
001260,KR7001260009,남광토건,ST,3,0018,0000,0000,1
001270,KR7001270008,부국증권,ST,3,0021,0024,0000,1
001275,KR7001271006,부국증권우,ST,0,0021,0024,0000,1
001290,KR7001290006,상상인증권,ST,3,0021,0024,0000,1
001340,KR7001340009,PKC,ST,3,0027,0008,0000,1
001360,KR7001360007,삼성제약,ST,3,0027,0009,0000,1
001380,KR7001380005,SG글로벌,ST,3,0027,0015,0000,1
001390,KR7001390004,KG케미칼,ST,3,0027,0008,0000,1
0013P0,KR70013P0000,RISE 미국은행TOP10,EF,,0000,0000,0000,1
0013R0,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),EF,,0000,0000,0000,1
001420,KR7001420009,태원물산,ST,3,0027,0015,0000,1
001430,KR7001430008,세아베스틸지주,ST,2,0027,0011,0000,1
001440,KR7001440007,대한전선,ST,2,0027,0013,0000,1
001450,KR7001450006,현대해상,ST,2,0021,0025,0000,1
001460,KR7001460005,BYC,ST,3,0027,0006,0000,1
001465,KR7001461003,BYC우,ST,0,0027,0006,0000,1
001470,KR7001470004,삼부토건,ST,3,0018,0000,0000,1
001500,KR7001500008,현대차증권,ST,3,0021,0024,0000,1
001510,KR7001510007,SK증권,ST,3,0021,0024,0000,1
001515,KR7001511005,SK증권우,ST,0,0021,0024,0000,1
001520,KR7001520006,동양,ST,3,0027,0010,0000,1
001525,KR7001521004,동양우,ST,0,0027,0010,0000,1
001527,KR7001522002,동양2우B,ST,0,0027,0010,0000,1
001530,KR7001530005,DI동일,ST,2,0016,0000,0000,1
001550,KR7001550003,조비,ST,3,0027,0008,0000,1
001560,KR7001560002,제일연마,ST,3,0027,0010,0000,1
001570,KR7001570001,금양,ST,2,0027,0008,0000,1
0015B0,KR70015B0004,KoAct 미국나스닥성장기업액티브,EF,,0000,0000,0000,1
0015E0,KR70015E0001,KIWOOM 엔비디아미국30년국채혼합액티브(H),EF,,0000,0000,0000,1
0015F0,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),EF,,0000,0000,0000,1
0015K0,KR70015K0003,TIGER 미국소비트렌드액티브,EF,,0000,0000,0000,1
001620,KR7001620004,케이비아이동국실업,ST,3,0027,0015,0000,1
001630,KR7001630003,종근당홀딩스,ST,3,0027,0009,0000,1
001680,KR7001680008,대상,ST,2,0027,0005,0000,1
001685,KR7001681006,대상우,ST,0,0027,0005,0000,1
0016X0,KR70016X0007,SOL 중단기회사채(A-이상)액티브,EF,,0000,0000,0000,1
001720,KR7001720002,신영증권,ST,2,0021,0024,0000,1
001740,KR7001740000,SK네트웍스,ST,2,0016,0000,0000,1
001750,KR7001750009,한양증권,ST,3,0021,0024,0000,1
001755,KR7001751007,한양증권우,ST,0,0021,0024,0000,1
001770,KR7001770007,SHD,ST,3,0027,0011,0000,1
001780,KR7001780006,알루코,ST,3,0027,0011,0000,1
001790,KR7001790005,대한제당,ST,3,0027,0005,0000,1
001795,KR7001791003,대한제당우,ST,0,0027,0005,0000,1
0017Y0,KR70017Y0005,1Q 종합채권(AA-이상)액티브,EF,,0000,0000,0000,1
001800,KR7001800002,오리온홀딩스,ST,2,0021,0000,0000,1
001820,KR7001820000,삼화콘덴서,ST,3,0027,0013,0000,1
0018C0,KR70018C0000,PLUS 고배당주위클리고정커버드콜,EF,,0000,0000,0000,1
0018Z0,KR70018Z0003,RISE 미국양자컴퓨팅,EF,,0000,0000,0000,1
001940,KR7001940006,KISCO홀딩스,ST,3,0027,0011,0000,1
0019K0,KR70019K0009,TIMEFOLIO 미국나스닥100채권혼합50액티브,EF,,0000,0000,0000,1
002020,KR7002020006,코오롱,ST,3,0021,0000,0000,1
002025,KR7002021004,코오롱우,ST,0,0021,0000,0000,1
002030,KR7002030005,아세아,ST,2,0026,0000,0000,1
002070,KR7002070001,비비안,ST,3,0027,0006,0000,1
0020H0,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,EF,,0000,0000,0000,1
002100,KR7002100006,경농,ST,3,0027,0008,0000,1
002140,KR7002140002,고려산업,ST,3,0027,0005,0000,1
002150,KR7002150001,도화엔지니어링,ST,3,0026,0000,0000,1
002170,KR7002170009,삼양통상,ST,3,0027,0006,0000,1
0021C0,KR70021C0005,ACE 장기자산배분액티브,EF,,0000,0000,0000,1
0021D0,KR70021D0004,ACE TDF2030액티브,EF,,0000,0000,0000,1
0021E0,KR70021E0003,ACE TDF2050액티브,EF,,0000,0000,0000,1
002200,KR7002200004,한국수출포장,ST,3,0027,0007,0000,1
002210,KR7002210003,동성제약,ST,3,0027,0009,0000,1
002220,KR7002220002,한일철강,ST,3,0027,0011,0000,1
002240,KR7002240000,고려제강,ST,3,0027,0011,0000,1
0022T0,KR70022T0005,SOL 골드커버드콜액티브,EF,,0000,0000,0000,1
002310,KR7002310001,아세아제지,ST,3,0027,0007,0000,1
002320,KR7002320000,한진,ST,3,0019,0000,0000,1
002350,KR7002350007,넥센타이어,ST,2,0027,0008,0000,1
002355,KR7002351005,넥센타이어1우B,ST,0,0027,0008,0000,1
002360,KR7002360006,SH에너지화학,ST,3,0027,0008,0000,1
002380,KR7002380004,KCC,ST,2,0027,0008,0000,1
002390,KR7002390003,한독,ST,3,0027,0009,0000,1
0023A0,KR70023A0005,SOL 미국양자컴퓨팅TOP10,EF,,0000,0000,0000,1
0023B0,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,EF,,0000,0000,0000,1
002410,KR7002410009,범양건영,ST,3,0018,0000,0000,1
002420,KR7002420008,세기상사,ST,3,0016,0000,0000,1
002450,KR7002450005,삼익악기,ST,3,0027,0000,0000,1
002460,KR7002460004,HS화성,ST,3,0018,0000,0000,1
0025N0,KR70025N0008,TIGER TDF2045,EF,,0000,0000,0000,1
002600,KR7002600005,조흥,ST,3,0027,0005,0000,1
002620,KR7002620003,제일파마홀딩스,ST,3,0026,0000,0000,1
002630,KR7002630002,오리엔트바이오,ST,3,0027,0009,0000,1
002690,KR7002690006,동일제강,ST,3,0027,0011,0000,1
0026E0,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,EF,,0000,0000,0000,1
0026S0,KR70026S0002,1Q 미국S&P500,EF,,0000,0000,0000,1
002700,KR7002700003,신일전자,ST,3,0016,0000,0000,1
002710,KR7002710002,TCC스틸,ST,2,0027,0011,0000,1
002720,KR7002720001,국제약품,ST,3,0027,0009,0000,1
002760,KR7002760007,보락,ST,3,0027,0008,0000,1
002780,KR7002780005,진흥기업,ST,3,0018,0000,0000,1
002785,KR7002781003,진흥기업우B,ST,0,0018,0000,0000,1
002787,KR7002782001,진흥기업2우B,ST,0,0018,0000,0000,1
002790,KR7002790004,아모레퍼시픽홀딩스,ST,2,0027,0008,0000,1
002795,KR7002791002,아모레퍼시픽홀딩스우,ST,0,0027,0008,0000,1
00279K,KR700279K010,아모레퍼시픽홀딩스3우C,ST,0,0027,0008,0000,1
002810,KR7002810000,삼영무역,ST,3,0016,0000,0000,1
002820,KR7002820009,SUN&L,ST,3,0027,0007,0000,1
002840,KR7002840007,미원상사,ST,2,0027,0008,0000,1
002870,KR7002870004,신풍,ST,3,0016,0000,0000,1
002880,KR7002880003,대유에이텍,ST,3,0027,0015,0000,1
0028X0,KR70028X0003,KODEX 미국금융테크액티브,EF,,0000,0000,0000,1
002900,KR7002900009,TYM,ST,3,0027,0012,0000,1
002920,KR7002920007,유성기업,ST,3,0027,0015,0000,1
002960,KR7002960003,한국쉘석유,ST,3,0027,0008,0000,1
002990,KR7002990000,금호건설,ST,3,0018,0000,0000,1
002995,KR7002991008,금호건설우,ST,0,0018,0000,0000,1
003000,KR7003000007,부광약품,ST,3,0027,0009,0000,1
003010,KR7003010006,혜인,ST,3,0016,0000,0000,1
003030,KR7003030004,세아제강지주,ST,2,0021,0000,0000,1
003060,KR7003060001,에이프로젠바이오로직스,ST,3,0027,0009,0000,1
003070,KR7003070000,코오롱글로벌,ST,3,0018,0000,0000,1
003075,KR7003071008,코오롱글로벌우,ST,0,0018,0000,0000,1
003080,KR7003080009,SB성보,ST,3,0027,0008,0000,1
003090,KR7003090008,대웅,ST,2,0027,0009,0000,1
003120,KR7003120003,일성아이에스,ST,3,0027,0009,0000,1
003160,KR7003160009,디아이,ST,3,0027,0014,0000,1
003200,KR7003200003,일신방직,ST,3,0027,0006,0000,1
003220,KR7003220001,대원제약,ST,3,0027,0009,0000,1
003230,KR7003230000,삼양식품,ST,1,0027,0005,0000,1
003240,KR7003240009,태광산업,ST,2,0027,0008,0000,1
003280,KR7003280005,흥아해운,ST,3,0019,0000,0000,1
003300,KR7003300001,한일홀딩스,ST,3,0027,0010,0000,1
003350,KR7003350006,한국화장품제조,ST,3,0027,0008,0000,1
003460,KR7003460003,유화증권,ST,3,0021,0024,0000,1
003465,KR7003461001,유화증권우,ST,0,0021,0024,0000,1
003470,KR7003470002,유안타증권,ST,2,0021,0024,0000,1
003475,KR7003471000,유안타증권우,ST,0,0021,0024,0000,1
003480,KR7003480001,한진중공업홀딩스,ST,3,0017,0000,0000,1
003490,KR7003490000,대한항공,ST,1,0019,0000,0000,1
003495,KR7003491008,대한항공우,ST,0,0019,0000,0000,1
003520,KR7003520004,영진약품,ST,3,0027,0009,0000,1
003530,KR7003530003,한화투자증권,ST,2,0021,0024,0000,1
003535,KR7003531001,한화투자증권우,ST,0,0021,0024,0000,1
003540,KR7003540002,대신증권,ST,2,0021,0024,0000,1
003545,KR7003541000,대신증권우,ST,0,0021,0024,0000,1
003547,KR7003542008,대신증권2우B,ST,0,0021,0024,0000,1
003550,KR7003550001,LG,ST,1,0021,0000,0000,1
003555,KR7003551009,LG우,ST,0,0021,0000,0000,1
003560,KR7003560000,IHQ,ST,3,0030,0000,0000,1
003570,KR7003570009,SNT다이내믹스,ST,2,0027,0015,0000,1
003580,KR7003580008,HLB글로벌,ST,3,0016,0000,0000,1
0035T0,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,EF,,0000,0000,0000,1
003610,KR7003610003,방림,ST,3,0027,0006,0000,1
003620,KR7003620002,KG모빌리티,ST,2,0027,0015,0000,1
003650,KR7003650009,미창석유,ST,3,0027,0008,0000,1
003670,KR7003670007,포스코퓨처엠,ST,1,0027,0013,0000,1
003680,KR7003680006,한성기업,ST,3,0027,0005,0000,1
003690,KR7003690005,코리안리,ST,2,0021,0025,0000,1
0036D0,KR70036D0007,TIMEFOLIO 미국배당다우존스액티브,EF,,0000,0000,0000,1
0036R0,KR70036R0001,RISE 미국휴머노이드로봇,EF,,0000,0000,0000,1
0036Z0,KR70036Z0001,RISE 미국천연가스밸류체인,EF,,0000,0000,0000,1
003720,KR7003720000,삼영,ST,3,0027,0008,0000,1
003780,KR7003780004,진양산업,ST,3,0027,0008,0000,1
003830,KR7003830007,대한화섬,ST,3,0027,0008,0000,1
003850,KR7003850005,보령,ST,2,0027,0009,0000,1
0038A0,KR70038A0008,KODEX 미국휴머노이드로봇,EF,,0000,0000,0000,1
003920,KR7003920006,남양유업,ST,3,0027,0005,0000,1
003925,KR7003921004,남양유업우,ST,0,0027,0005,0000,1
003960,KR7003960002,사조대림,ST,3,0027,0005,0000,1
004000,KR7004000006,롯데정밀화학,ST,2,0027,0008,0000,1
004020,KR7004020004,현대제철,ST,2,0027,0011,0000,1
004060,KR7004060000,SG세계물산,ST,3,0016,0000,0000,1
004080,KR7004080008,신흥,ST,3,0016,0000,0000,1
004090,KR7004090007,한국석유,ST,3,0027,0010,0000,1
0040S0,KR70040S0004,HANARO 글로벌피지컬AI액티브,EF,,0000,0000,0000,1
0040X0,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,EF,,0000,0000,0000,1
0040Y0,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,EF,,0000,0000,0000,1
004100,KR7004100004,태양금속,ST,3,0027,0015,0000,1
004105,KR7004101002,태양금속우,ST,0,0027,0015,0000,1
004140,KR7004140000,동방,ST,3,0019,0000,0000,1
004150,KR7004150009,한솔홀딩스,ST,3,0021,0000,0000,1
004170,KR7004170007,신세계,ST,2,0016,0000,0000,1
0041D0,KR70041D0000,KODEX 미국AI소프트웨어TOP10,EF,,0000,0000,0000,1
0041E0,KR70041E0009,KODEX 미국S&P500액티브,EF,,0000,0000,0000,1
004250,KR7004250007,NPC,ST,3,0027,0008,0000,1
004255,KR7004251005,NPC우,ST,0,0027,0008,0000,1
004270,KR7004270005,남성,ST,3,0016,0000,0000,1
